species,age,band_number,mass,wing,tarsus,fat,location,taxon,foraging,temp,season,year,time
AMGO,HY,2750-20797,11.4,53,16.3,0.5,Forb,finch,foliage glean,70,Fall,2019,800
AMGO,,2750-20730,12.8,70,12.8,0,Forb,finch,foliage glean,58,Spring,2019,0850
AMGO,HY,2750-20807,11.1,67,14.8,0.5,Forb,finch,foliage glean,40,Fall,2019,850
AMGO,HY,2750-20429,12.9,68,14.9,1,Forb,finch,foliage glean,39,Fall,2017,
AMGO,,2750-20720,11.7,68,14.9,1.5,Forb,finch,foliage glean,38,Spring,2019,0900
AMGO,AHY,2750-20834,12.5,70,14.7,1,Forb,finch,foliage glean,35,Fall,2019,915
AMGO,,2750-20458,13.7,68,15.3,2,Forb,finch,foliage glean,48,Spring,2018,0815
AMGO,HY,2750-20541,12.5,67,15.8,0.5,Forb,finch,foliage glean,34,Fall,2018,0940
AMGO,AHY,2750-20565,13.7,71,14.7,1.5,Forb,finch,foliage glean,33,Fall,2018,0900
AMGO,HY,2750-20561,12.1,70,15,1,Forb,finch,foliage glean,33,Fall,2018,0815
AMGO,HY,2750-20803,13,67,15.9,1,Forb,finch,foliage glean,40,Fall,2019,835
AMGO,HY,2750-20822,12.6,70,15.1,0.5,Forb,finch,foliage glean,41,Fall,2019,850
AMGO,HY,2750-20833,13.2,69,15.4,0.5,Forb,finch,foliage glean,35,Fall,2019,915
AMGO,HY,2750-20793,11.9,70,15.2,0.5,Forb,finch,foliage glean,56,Fall,2019,1120
AMGO,HY,2750-20537,12.1,69,15.5,1,Forb,finch,foliage glean,52,Fall,2018,1020
AMGO,HY,2750-20534,,68,15.8,1,Forb,finch,foliage glean,52,Fall,2018,1020
AMGO,,2750-20473,13.9,70,15.3,0.5,Forb,finch,foliage glean,58,Spring,2018,0650
AMGO,HY,2750-20827,11.7,70,15.3,0,Forb,finch,foliage glean,41,Fall,2019,930
AMGO,AHY,2750-20532,13.4,65,16.8,1,Forb,finch,foliage glean,52,Fall,2018,0805
AMGO,,2750-20715,13.7,71,15.1,1,Forb,finch,foliage glean,38,Spring,2019,0835
AMGO,AHY,2750-20828,12,70,15.4,1,Forb,finch,foliage glean,41,Fall,2019,950
AMGO,HY,2750-20812,12.9,69,15.7,1,Forb,finch,foliage glean,40,Fall,2019,1000
AMGO,HY,2750-20825,12.5,71,15.2,0.5,Forb,finch,foliage glean,41,Fall,2019,900
AMGO,HY,2750-20574,11.3,69,15.8,1,Forb,finch,foliage glean,33,Fall,2018,0934
AMGO,HY,2750-20512,12.3,68,16.1,1.5,Forb,finch,foliage glean,70,Fall,2018,0845
AMGO,,2750-20487,12.6,71,15.3,0.5,Forb,finch,foliage glean,59,Spring,2018,0956
AMGO,AHY,2750-20567,13.1,70,15.6,1.5,Forb,finch,foliage glean,33,Fall,2018,0907
AMGO,,2750-20711,13.2,70,15.6,1,Forb,finch,foliage glean,38,Spring,2019,0700
AMGO,HY,2750-20522,11.9,69,15.9,0,Forb,finch,foliage glean,53,Fall,2018,0825
AMGO,HY,2750-20558,13.8,68,16.2,1.5,Forb,finch,foliage glean,33,Fall,2018,0810
AMGO,HY,2750-20832,12.2,72,15.1,0.5,Forb,finch,foliage glean,35,Fall,2019,915
AMGO,HY,2750-20809,13.1,70,15.7,0.5,Forb,finch,foliage glean,40,Fall,2019,1000
AMGO,HY,2750-20808,12.1,74,14.6,0.5,Forb,finch,foliage glean,40,Fall,2019,850
AMGO,HY,2750-20564,13.7,72,15.2,1.5,Forb,finch,foliage glean,33,Fall,2018,0856
AMGO,HY,2750-20815,12.5,72,15.2,0,Forb,finch,foliage glean,41,Fall,2019,806
AMGO,HY,2750-20432,12.4,71,15.5,1,Forb,finch,foliage glean,34,Fall,2017,0940
AMGO,,2750-20486,12.3,71,15.5,0.5,Forb,finch,foliage glean,58,Spring,2018,0947
AMGO,,2750-20477,12.7,70,15.8,0,Forb,finch,foliage glean,61,Spring,2018,0801
AMGO,HY,2750-20528,12.4,70,15.8,0,Grass,finch,foliage glean,56,Fall,2018,0834
AMGO,HY,2750-20816,11.6,69,16.1,0,Forb,finch,foliage glean,41,Fall,2019,816
AMGO,HY,2750-20823,13.2,73,15,0.5,Forb,finch,foliage glean,41,Fall,2019,900
AMGO,HY,2750-20523,11.2,72,15.3,0,Forb,finch,foliage glean,53,Fall,2018,0832
AMGO,HY,2750-20814,13.1,72,15.3,1,Forb,finch,foliage glean,41,Fall,2019,730
AMGO,AHY,2750-20813,12.8,72,15.3,0.5,Forb,finch,foliage glean,41,Fall,2019,738
AMGO,HY,2750-20830,11.5,72,15.3,1,Forb,finch,foliage glean,41,Fall,2019,950
AMGO,HY,2750-20570,12.3,71,15.6,1,Forb,finch,foliage glean,33,Fall,2018,0920
AMGO,HY,2750-20540,12.1,68,16.5,1.5,Forb,finch,foliage glean,52,Fall,2018,1020
AMGO,AHY,2750-20475,13.5,74,14.8,0.5,Forb,finch,foliage glean,56,Fall,2019,950
AMGO,,2750-20729,12.3,72,15.4,0.5,Forb,finch,foliage glean,58,Spring,2019,0850
AMGO,HY,2750-20539,12.3,71,15.7,1,Forb,finch,foliage glean,52,Fall,2018,1020
AMGO,,2750-20724,13.2,71,15.7,0.5,Forb,finch,foliage glean,41,Spring,2019,0842
AMGO,AHY,2750-20821,12,71,15.7,0,Forb,finch,foliage glean,41,Fall,2019,850
AMGO,HY,2750-20836,14.2,71,15.7,1,Forb,finch,foliage glean,35,Fall,2019,915
AMGO,HY,2750-20545,11.6,72,15.5,1,Forb,finch,foliage glean,35,Fall,2018,1010
AMGO,HY,2750-20516,13.4,71,15.8,0,Forb,finch,foliage glean,70,Fall,2018,0950
AMGO,HY,2750-20527,12.8,71,15.8,0,Grass,finch,foliage glean,56,Fall,2018,0834
AMGO,HY,2750-20569,,71,15.8,1.5,Forb,finch,foliage glean,33,Fall,2018,0917
AMGO,,2750-20572,14.3,71,15.8,1,Forb,finch,foliage glean,33,Fall,2018,0926
AMGO,AHY,2750-20799,13.1,72,15.6,1.5,Forb,finch,foliage glean,70,Fall,2019,940
AMGO,HY,2750-20824,13.6,72,15.6,1,Forb,finch,foliage glean,41,Fall,2019,900
AMGO,HY,2750-20829,12.6,72,15.6,1,Forb,finch,foliage glean,41,Fall,2019,945
AMGO,,2750-20464,13.9,70,16.2,1,Forb,finch,foliage glean,49,Spring,2018,0752
AMGO,AHY,2750-20544,13.5,72,15.7,2,Forb,finch,foliage glean,35,Fall,2018,0846
AMGO,HY,2750-20806,12.9,72,15.7,0.5,Forb,finch,foliage glean,40,Fall,2019,850
AMGO,HY,2750-20535,12.5,70,16.3,1,Forb,finch,foliage glean,52,Fall,2018,1020
AMGO,HY,2750-20522,11.9,73,15.5,0,Forb,finch,foliage glean,41,Fall,2018,0820
AMGO,HY,2750-20568,13.3,73,15.5,1,Forb,finch,foliage glean,33,Fall,2018,0912
AMGO,AHY,2750-20573,12.3,73,15.5,1,Forb,finch,foliage glean,33,Fall,2018,0930
AMGO,,2750-20714,13.2,73,15.5,0.5,Forb,finch,foliage glean,38,Spring,2019,0835
AMGO,,2750-20731,13.3,73,15.5,0.5,Forb,finch,foliage glean,34,Spring,2019,0940
AMGO,AHY,2750-20819,13,73,15.5,0.5,Forb,finch,foliage glean,41,Fall,2019,850
AMGO,,2750-20475,13.3,74.5,15.1,1,Forb,finch,foliage glean,61,Spring,2018,0730
AMGO,HY,2750-20538,13.1,71,16.2,0.5,Forb,finch,foliage glean,52,Fall,2018,1020
AMGO,HY,2750-20826,11.9,71,16.2,1,Forb,finch,foliage glean,41,Fall,2019,900
AMGO,HY,2750-20563,13.4,73,15.7,1,Forb,finch,foliage glean,33,Fall,2018,0856
AMGO,,2750-20728,14.3,73,15.8,1,Forb,finch,foliage glean,52,Spring,2019,0812
AMGO,HY,2750-20792,13.1,73,15.8,0,Forb,finch,foliage glean,56,Fall,2019,1041
AMGO,,2750-20492,13.4,72,16.1,0,Forb,finch,foliage glean,66,Fall,2018,
AMGO,,2750-20483,11.8,71,16.4,0.5,Forb,finch,foliage glean,66,Spring,2018,0826
AMGO,AHY,2750-20430,12.8,70.5,16.6,2,Forb,finch,foliage glean,39,Fall,2017,
AMGO,HY,2750-20818,12.4,72,16.2,0,Forb,finch,foliage glean,41,Fall,2019,816
AMGO,,2750-20480,12.4,71,16.5,0,Forb,finch,foliage glean,51,Spring,2018,0917
AMGO,,2750-20482,12.9,71,16.5,0,Forb,finch,foliage glean,66,Spring,2018,0801
AMGO,HY,2750-20536,12.6,70,16.8,1,Forb,finch,foliage glean,52,Fall,2018,1020
AMGO,,2750-20476,13.1,74,15.7,0.5,Forb,finch,foliage glean,38,Spring,2019,0735
AMGO,,2750-20835,13.1,74,15.7,1,Forb,finch,foliage glean,35,Fall,2019,915
AMGO,HY,2750-20431,14.1,73.5,16,1,Forb,finch,foliage glean,39,Fall,2017,
AMGO,AHY,2750-20530,12.7,73,16.2,1,Forb,finch,foliage glean,40,Fall,2018,1043
AMGO,,2750-20482,12.9,73,16.3,1,Forb,finch,foliage glean,38,Spring,2019,0735
AMGO,,2750-20479,12.7,74,16.1,0,Forb,finch,foliage glean,61,Spring,2018,0845
AMGO,AHY,2750-20571,13.9,74,16.1,1,Forb,finch,foliage glean,33,Fall,2018,0923
AMGO,HY,2750-20791,12.8,74,16.1,0.5,Forb,finch,foliage glean,56,Fall,2019,950
AMGO,HY,2750-20521,,72,16.9,0,Forb,finch,foliage glean,41,Fall,2018,0820
AMGO,AHY,2750-20543,15.9,74,16.5,1,Forb,finch,foliage glean,35,Fall,2018,0846
AMGO,,2750-20463,14.3,72,17.7,1,Forb,finch,foliage glean,49,Spring,2018,0752
AMGO,,2750-20433,13.3,72,17.9,,Forb,finch,foliage glean,31,Fall,2017,1112
AMGO,,2750-20476,12.8,73.5,18.5,0,Forb,finch,foliage glean,61,Spring,2018,0801
AMGO,,2750-20462,13.9,74,19.6,0.5,Forb,finch,foliage glean,49,Spring,2018,0752
AMGO,,,12.6,,,,Forb,finch,foliage glean,31,Fall,2017,1112
AMGO,,2750-20529,12.7,,,0.5,Forb,finch,foliage glean,40,Fall,2018,1043
AMGO,,2750-20566,12.3,,,1.5,Forb,finch,foliage glean,33,Fall,2018,0906
AMGO,,,,,,,Forb,finch,foliage glean,40,Fall,2019,850
AMGO,,,,,,,Forb,finch,foliage glean,41,Fall,2019,x
AMGO,,,,,,,Forb,finch,foliage glean,41,Fall,2019,x
AMGO,,,,,,,Forb,finch,foliage glean,41,Fall,2019,x
AMGO,,,,,,,Forb,finch,foliage glean,41,Fall,2019,x
AMGO,,,,,,,Forb,finch,foliage glean,41,Fall,2019,x
AMGO,,,,,,,Forb,finch,foliage glean,41,Fall,2019,x
AMGO,,,,,,,Forb,finch,foliage glean,41,Fall,2019,x
AMRO,,1372-64198,75.9,126,34.2,0,Forb,thrush,ground glean,39,Spring,2019,0910
AMRO,,1372-64120,73,121,36.8,0,Forb,thrush,ground glean,67,Spring,2018,0921
AMRO,,1372-64192,83,132,34.9,0,Forb,thrush,ground glean,42,Spring,2019,0710
AMRO,,1372-64119,80.8,129,36.7,0,Forb,thrush,ground glean,49,Spring,2018,0935
AMRO,,1372-64199,79.6,128,37.1,0,Forb,thrush,ground glean,39,Spring,2019,0930
AMRO,,1372-64195,72.3,,,0,Forb,thrush,ground glean,38,Spring,2019,0851
ATSP,AHY,2750-20585,15.2,68,21.7,1,Grass,sparrow,ground glean,33,Fall,2018,0921
ATSP,HY,2750-20553,14.7,69,21.5,0.5,Grass,sparrow,ground glean,44,Fall,2018,0906
ATSP,HY,2750-20559,15.3,67,22.2,1,Forb,sparrow,ground glean,33,Fall,2018,0810
ATSP,HY,2750-20551,14.9,70,21.4,1,Forb,sparrow,ground glean,33,Fall,2018,0833
ATSP,AHY,2750-20441,16.8,68,22,1,Forb,sparrow,ground glean,33,Fall,2017,0915
ATSP,HY,2750-20548,16.0,72,21.0,0.5,Forb,sparrow,ground glean,28,Fall,2018,0842
ATSP,,2750-20706,17.2,69,21.9,2,Forb,sparrow,ground glean,40,Spring,2019,0848
ATSP,HY,2750-20858,16.5,71,21.4,0.5,Grass,sparrow,ground glean,14,Fall,2019,840
ATSP,HY,2750-20859,15.6,70,21.7,1,Grass,sparrow,ground glean,14,Fall,2019,930
ATSP,HY,2750-20582,15.8,71,21.5,0.5,Grass,sparrow,ground glean,33,Fall,2018,0906
ATSP,HY,2750-20450,16.2,72,21.3,2,Forb,sparrow,ground glean,14,Fall,2017,0945
ATSP,HY,2750-20581,14.7,70,21.9,0.5,Grass,sparrow,ground glean,33,Fall,2018,0902
ATSP,HY,2750-20702,15.3,70,21.9,1,Forb,sparrow,ground glean,30,Fall,2018,0906
ATSP,AHY,2750-20600,15.0,71,21.7,1,Forb,sparrow,ground glean,42,Fall,2018,0830
ATSP,HY,2750-20857,14.3,71,21.8,0,Grass,sparrow,ground glean,14,Fall,2019,840
ATSP,HY,2750-20861,15.6,70,22.1,1,Grass,sparrow,ground glean,14,Fall,2019,930
ATSP,AHY,2750-20580,14.8,69,22.4,1.5,Grass,sparrow,ground glean,33,Fall,2018,0857
ATSP,HY,2750-20591,17.3,70,22.2,0,Forb,sparrow,ground glean,42,Fall,2018,0830
ATSP,HY,2750-20449,15.5,69,22.5,1,Forb,sparrow,ground glean,33,Fall,2017,1003
ATSP,AHY,2750-20847,14.8,72,21.7,0.5,Forb,sparrow,ground glean,22,Fall,2019,838
ATSP,HY,2750-20856,14.9,70,22.3,0.5,Grass,sparrow,ground glean,14,Fall,2019,840
ATSP,AHY,2750-20852,14.9,72,21.8,0.5,Forb,sparrow,ground glean,22,Fall,2019,838
ATSP,AHY,2521-30591,16.6,71,22.1,1,Grass,sparrow,ground glean,33,Fall,2018,0935
ATSP,HY,2750-20589,17.4,71,22.1,0.5,Grass,sparrow,ground glean,33,Fall,2018,0957
ATSP,AHY,2750-20704,16.8,71,22.1,1,Forb,sparrow,ground glean,30,Fall,2018,0916
ATSP,HY,2750-20700,16.4,70,22.4,0,Forb,sparrow,ground glean,42,Fall,2018,0830
ATSP,AHY,2750-20447,14.8,69,22.7,0.5,Forb,sparrow,ground glean,33,Fall,2017,1003
ATSP,AHY,2750-20434,15.2,71,22.2,1,Forb,sparrow,ground glean,33,Fall,2017,0808
ATSP,HY,2750-20594,15.6,71,22.2,0.5,Forb,sparrow,ground glean,42,Fall,2018,0830
ATSP,HY,2750-20599,17.3,71,22.2,0,Forb,sparrow,ground glean,42,Fall,2018,0830
ATSP,HY,2750-20703,15.4,71,22.2,0.5,Forb,sparrow,ground glean,30,Fall,2018,0906
ATSP,HY,2750-20557,16.4,73,21.7,1,Grass,sparrow,ground glean,44,Fall,2018,0932
ATSP,AHY,2750-20448,15.1,71,22.4,1,Forb,sparrow,ground glean,33,Fall,2017,1003
ATSP,HY,2750-20860,16.1,73,21.9,1,Grass,sparrow,ground glean,14,Fall,2019,930
ATSP,AHY,2750-20862,17.9,73,21.9,0.5,Grass,sparrow,ground glean,14,Fall,2019,930
ATSP,HY,2750-20596,15.4,72,22.2,1,Forb,sparrow,ground glean,42,Fall,2018,0830
ATSP,HY,2750-20593,15.6,70,22.8,1,Forb,sparrow,ground glean,42,Fall,2018,0830
ATSP,AHY,2750-20549,16.4,73,22.0,0.5,Forb,sparrow,ground glean,28,Fall,2018,0846
ATSP,AHY,2750-20592,16.3,72,22.3,0,Forb,sparrow,ground glean,42,Fall,2018,0830
ATSP,HY,2750-20840,15.5,72,22.3,1,Grass,sparrow,ground glean,40,Fall,2019,805
ATSP,HY,2750-20583,17.5,73,22.1,1,Grass,sparrow,ground glean,33,Fall,2018,0911
ATSP,AHY,2750-20442,15.7,70,23,1,Forb,sparrow,ground glean,33,Fall,2017,0915
ATSP,AHY,2750-20855,17.6,72,22.5,0.5,Forb,sparrow,ground glean,22,Fall,2019,838
ATSP,AHY,2750-20552,16.5,71,22.8,1,Grass,sparrow,ground glean,44,Fall,2018,0816
ATSP,AHY,2750-20445,16.8,71,22.9,1,Forb,sparrow,ground glean,33,Fall,2017,1003
ATSP,AHY,2750-20595,16.8,71,22.9,0,Forb,sparrow,ground glean,42,Fall,2018,0830
ATSP,HY,2750-20576,17.9,74,22.1,1,Grass,sparrow,ground glean,33,Fall,2018,0820
ATSP,AHY,2750-20579,15.8,74,22.1,0.5,Grass,sparrow,ground glean,33,Fall,2018,0854
ATSP,AHY,2750-20547,16.9,73,22.4,0.5,Grass,sparrow,ground glean,28,Fall,2018,0905
ATSP,HY,2750-20597,16.8,73,22.4,0.5,Forb,sparrow,ground glean,42,Fall,2018,0830
ATSP,HY,2750-20584,16.7,72,22.7,0,Grass,sparrow,ground glean,33,Fall,2018,0915
ATSP,HY,2750-20444,16.5,70,23.3,1,Forb,sparrow,ground glean,33,Fall,2017,0915
ATSP,AHY,2750-20846,16,74,22.2,1,Forb,sparrow,ground glean,22,Fall,2019,825
ATSP,AHY,2750-20839,16.6,76,21.8,1,Forb,sparrow,ground glean,38,Fall,2019,944
ATSP,AHY,2750-20851,15,75,22.1,0.5,Forb,sparrow,ground glean,22,Fall,2019,838
ATSP,AHY,2750-20446,16,73,22.7,1,Forb,sparrow,ground glean,33,Fall,2017,1003
ATSP,HY,2750-20841,16.3,76,21.9,1,Grass,sparrow,ground glean,25,Fall,2019,900
ATSP,HY,2750-20849,15.5,76,21.9,1,Forb,sparrow,ground glean,22,Fall,2019,838
ATSP,AHY,2750-20845,16.1,75,22.2,0.5,Forb,sparrow,ground glean,22,Fall,2019,825
ATSP,HY,2750-20578,16.9,74,22.5,1,Grass,sparrow,ground glean,33,Fall,2018,0820
ATSP,AHY,2750-20853,15.8,74,22.5,0.5,Forb,sparrow,ground glean,22,Fall,2019,838
ATSP,AHY,2750-20435,15.4,72,23.1,0,Forb,sparrow,ground glean,33,Fall,2017,0915
ATSP,HY,2750-20598,15.8,72,23.1,0,Forb,sparrow,ground glean,42,Fall,2018,0830
ATSP,AHY,2750-20438,15.4,74,22.6,0.5,Forb,sparrow,ground glean,33,Fall,2017,0910
ATSP,HY,2750-20560,16.6,72,23.2,1.5,Forb,sparrow,ground glean,33,Fall,2018,0815
ATSP,AHY,2750-20556,17.5,76,22.1,0.5,Grass,sparrow,ground glean,44,Fall,2018,0922
ATSP,HY,2750-20550,17.5,74,22.7,1,Forb,sparrow,ground glean,28,Fall,2018,0850
ATSP,HY,2750-20575,16.6,74,22.7,0.5,Forb,sparrow,ground glean,33,Fall,2018,0951
ATSP,AHY,2750-20577,16.8,74,22.8,1,Grass,sparrow,ground glean,33,Fall,2018,0820
ATSP,HY,2750-20843,16.8,77,22,0.5,Grass,sparrow,ground glean,20,Fall,2019,930
ATSP,AHY,2750-20587,17.7,76,22.3,0.5,Grass,sparrow,ground glean,33,Fall,2018,0951
ATSP,AHY,2750-20844,16.3,74,22.9,0.5,Forb,sparrow,ground glean,22,Fall,2019,812
ATSP,HY,2750-20555,18.4,75,22.7,1.5,Grass,sparrow,ground glean,44,Fall,2018,0922
ATSP,HY,2750-20590,17.3,72,23.7,1,Grass,sparrow,ground glean,33,Fall,2018,1000
ATSP,AHY,2750-20850,13.4,77,22.3,0.5,Forb,sparrow,ground glean,22,Fall,2019,838
ATSP,HY,2750-20451,17.9,71.5,23.9,1,Forb,sparrow,ground glean,14,Fall,2017,1020
ATSP,HY,2750-20842,15.6,74,23.2,1,Grass,sparrow,ground glean,20,Fall,2019,807
ATSP,HY,2750-20588,17.2,73,23.5,0,Grass,sparrow,ground glean,33,Fall,2018,0952
ATSP,HY,2750-20705,17.0,76,22.8,0,Forb,sparrow,ground glean,30,Fall,2018,0920
ATSP,HY,2750-20562,18.3,75,23.1,0.5,Forb,sparrow,ground glean,33,Fall,2018,0847
ATSP,HY,2750-20554,17.9,76,23,0.5,Grass,sparrow,ground glean,44,Fall,2018,0916
ATSP,AHY,2750-20854,14.2,79,22.2,0.5,Forb,sparrow,ground glean,22,Fall,2019,838
ATSP,AHY,2750-20586,18.3,76,23.2,1,Grass,sparrow,ground glean,33,Fall,2018,0937
ATSP,AHY,2750-20443,18.8,75,23.5,1,Forb,sparrow,ground glean,33,Fall,2017,0915
ATSP,AHY,2750-20848,17.9,77,23.2,0.5,Forb,sparrow,ground glean,22,Fall,2019,838
ATSP,AHY,2750-20439,17.4,76,23.5,1,Forb,sparrow,ground glean,33,Fall,2017,0915
ATSP,AHY,2750-20437,18.1,74.5,24.1,1,Forb,sparrow,ground glean,33,Fall,2017,0905
ATSP,AHY,2750-20453,17.5,76,23.7,2,Forb,sparrow,ground glean,14,Fall,2017,1034
ATSP,HY,2750-20436,17.8,74.5,24.3,1,Forb,sparrow,ground glean,33,Fall,2017,0915
ATSP,AHY,2750-20452,18.3,76,24,2,Forb,sparrow,ground glean,14,Fall,2017,1028
ATSP,AHY,2750-20440,18.6,76.5,23.9,1,Forb,sparrow,ground glean,33,Fall,2017,0915
ATSP,AHY,2750-20442,15.5,,,1,Forb,sparrow,ground glean,14,Fall,2017,1028
ATSP,,,18.2,,,,Grass,sparrow,ground glean,44,Fall,2018,0805
COYE,HY,2750-20795,10.2,51,21.7,1,Grass,warbler,Foliage glean,61,Fall,2019,750
COYE,,2750-20485,12.5,50,22.2,1.5,Forb,warbler,Foliage glean,58,Spring,2018,0855
COYE,,2750-20474,11.2,54,21.4,0.5,Forb,warbler,Foliage glean,58,Spring,2018,0645
COYE,AHY,2750-20515,13.6,52,22.1,2.5,Forb,warbler,Foliage glean,70,Fall,2018,0935
COYE,,2750-20481,9.8,49,23.1,0,Forb,warbler,Foliage glean,66,Spring,2018,0801
COYE,HY,2750-20787,11.8,51,22.6,2,Forb,warbler,Foliage glean,63,Fall,2019,933
COYE,AHY,2750-20786,14.5,53,22.1,3.5,Forb,warbler,Foliage glean,63,Fall,2019,750
COYE,,2750-20726,9.6,52,22.5,0.5,Forb,warbler,Foliage glean,50,Spring,2019,1015
COYE,HY,2750-20794,9.6,50,23.1,0.5,Grass,warbler,Foliage glean,61,Fall,2019,750
COYE,,2750-20725,9.6,54,22.3,1,Forb,warbler,Foliage glean,50,Spring,2019,1015
COYE,,2750-20504,12.2,52,23.1,2,Forb,warbler,Foliage glean,63,Fall,2018,1020
COYE,HY,2750-20513,10.5,54,22.6,0.5,Forb,warbler,Foliage glean,70,Fall,2018,0845
COYE,HY,2750-20496,10.2,54,22.7,0.5,Forb,warbler,foliage glean,66,Fall,2018,
COYE,HY,2750-20510,10.7,54,22.7,1.5,Forb,warbler,Foliage glean,57,Fall,2018,0806
COYE,AHY,2750-20514,12.4,52,23.4,2.5,Forb,warbler,Foliage glean,70,Fall,2018,0845
COYE,AHY,2750-20817,10,58,21.7,1,Forb,warbler,Foliage glean,41,Fall,2019,816
COYE,HY,2750-20788,10.3,56,22.3,1,Forb,warbler,Foliage glean,52,Fall,2019,800
COYE,AHY,2571-20523,9.8,54,23.0,0.5,Forb,warbler,Foliage glean,41,Fall,2018,0845
COYE,,2750-20727,10.5,55,22.8,1,Forb,warbler,Foliage glean,52,Spring,2019,0756
COYE,HY,2750-20798,11.9,55,23.2,2,Grass,warbler,Foliage glean,62,Fall,2019,830
COYE,HY,2750-20782,11.5,56,23,2,Forb,warbler,Foliage glean,61,Fall,2019,805
COYE,,,,,,,Forb,warbler,Foliage glean,50,Spring,2019,0850
DICK,HY,1951-33265,28.7,81,24.1,1,Grass,bunting,ground forager,40,Fall,2019,845
DICK,,2571-58288,31,81,24.8,1,Forb,bunting,ground forager,44,Spring,2019,0820
DICK,,2571-58100,29.4,81,26.2,0.5,Forb,bunting,ground forager,61,Spring,2018,0948
DICK,,2571-58208,29.8,82.5,26.2,1.5,Forb,bunting,ground forager,56,Spring,2018,0804
DICK,HY,1951-33257,31.7,84,26.5,1.5,Forb,bunting,ground forager,61,Fall,2019,905
DICK,,2571-58210,28,89,26.1,0,Forb,bunting,ground forager,51,Spring,2018,1045
DICK,,2571-58211,28,88,26.4,0.5,Forb,bunting,ground forager,66,Spring,2018,0645
DICK,,2571-58215,29.4,89,26.9,0,Forb,bunting,ground forager,67,Spring,2018,0928
HASP,AHY,1951-33229,32.9,83,23.1,0.5,Forb,sparrow,ground glean,31,Fall,2018,0820
HASP,AHY,1951-33242,31.2,78,26.1,1,Grass,sparrow,ground glean,33,Fall,2018,0830
HASP,AHY,1951-33261,30.5,81,25.8,1,Grass,sparrow,ground glean,25,Fall,2019,930
HASP,AHY,1951-33240,29.7,81,26.1,0.5,Forb,sparrow,ground glean,28,Fall,2018,0835
HASP,AHY,1951-33237,31.4,81,26.5,1,Forb,sparrow,ground glean,34,Fall,2018,0950
HASP,AHY,1951-33264,30.5,81,26.6,1,Forb,sparrow,ground glean,34,Fall,2019,845
HASP,AHY,1951-33268,32.1,85,25.5,1.5,Forb,sparrow,ground glean,22,Fall,2019,825
HASP,AHY,1951-33267,33.4,81,26.7,1,Grass,sparrow,ground glean,25,Fall,2019,945
HASP,,1951-33231,33.0,83,26.2,1,Forb,sparrow,ground glean,31,Fall,2018,0935
HASP,AHY,1951-33233,36.3,79,27.6,0.5,Forb,sparrow,ground glean,31,Fall,2018,1055
HASP,AHY,1951-33238,32.2,81,27.2,1,Forb,sparrow,ground glean,49,Fall,2018,0815
HASP,HY,1951-33241,34.0,85,26.8,1,Grass,sparrow,ground glean,33,Fall,2018,0830
HASP,HY,1951-33297,32.7,90,25.8,0,Forb,sparrow,ground glean,34,Fall,2018,0930
HASP,AHY,1951-33232,34.5,86,27.1,0.5,Forb,sparrow,ground glean,31,Fall,2018,1046
HASP,AHY,1951-33239,37.4,88,26.6,2,Forb,sparrow,ground glean,28,Fall,2018,0811
HASP,AHY,1951-33259,32.5,88,26.7,1,Grass,sparrow,ground glean,40,Fall,2019,845
HASP,HY,1951-33298,35.6,85,27.6,1,Forb,sparrow,ground glean,34,Fall,2018,0859
HASP,HY,1951-33228,35.2,87,27.1,1,Forb,sparrow,ground glean,31,Fall,2018,0803
HASP,AHY,1951-33234,39.1,84,28.1,1,Forb,sparrow,ground glean,31,Fall,2018,1116
HASP,,1951-33215,33.5,87,28.2,1,Forb,sparrow,ground glean,34,Fall,2017,0910
HASP,HY,1951-33235,32.2,86,28.6,0.5,Forb,sparrow,ground glean,49,Fall,2018,0826
HASP,HY,1951-33262,34.9,89,27.8,0.5,Forb,sparrow,ground glean,34,Fall,2019,820
HASP,HY,1951-33263,34.7,88,28.1,0.5,Forb,sparrow,ground glean,34,Fall,2019,845
HASP,HY,1951-33260,32.8,90,27.8,1,Grass,sparrow,ground glean,40,Fall,2019,845
HASP,,,,,,,Forb,sparrow,ground glean,31,Fall,2018,1025
HASP,,1951-33266,30.4,,,1,Grass,sparrow,ground glean,40,Fall,2019,805
LCSP,HY,2521-30559,13.9,50,18.3,0.5,Forb,sparrow,ground glean,65,Fall,2019,831
LCSP,HY,2521-30594,12.8,51,18.9,1,Grass,sparrow,ground glean,44,Fall,2018,0756
LCSP,HY,2521-30372,12.1,49,19.7,1,Grass,sparrow,ground glean,31,Fall,2018,0758
LCSP,HY,2521-30504,12,52,18.9,1,Grass,sparrow,ground glean,25,Fall,2019,1030
LCSP,HY,2521-30595,12.1,52,19.7,1.5,Grass,sparrow,ground glean,44,Fall,2018,0755
LCSP,HY,2521-30788,11.5,47,21.2,1,Forb,sparrow,ground glean,39,Fall,2017,
LCSP,AHY,2521-30600,13.4,52,20.0,1,Grass,sparrow,ground glean,28,Fall,2018,0757
LCSP,HY,2521-30599,12.7,50,20.6,1,Forb,sparrow,ground glean,28,Fall,2018,0809
LCSP,HY,2521-30331,11.8,51,20.4,1,Grass,sparrow,ground glean,49,Fall,2018,0835
LCSP,AHY,2521-30654,12.6,51,20.4,1,Grass,sparrow,ground glean,25,Fall,2019,1000
